C,Mn,Si,Cr,Ni,Mo,Cu,V,W,Co,Al,Ti,Nb,yield_strength_MPa,ultimate_tensile_strength_MPa,elongation_percent,steel_family
0.26974397958137797,1.2610031344329173,0.2898150121116045,0.5790071906493974,0.3037431825793883,0.2025852244067064,0.20659592454216633,0.10761924705894496,0.012512968443890316,0.04210138793306859,0.06663165482041736,0.007346096179188539,0.03398516025657651,491.0907031176913,653.152227401181,30.386284000782815,Low Alloy Steel
0.07981747847912948,1.133288350821017,0.8495447447325017,12.369988480697543,11.281013275779559,1.6218677847375453,0.2094848868897622,0.045802861658386866,0.0,0.22563429980909244,0.05128747423052678,0.1604272713749218,0.17881503472828505,1200.0,1656.8971643908353,32.60802023000482,Stainless Steel
0.3043633997003646,0.9155288029259372,0.29747942171365827,0.11767321352991969,0.08749498440474582,0.09041586944937485,0.1044766401069901,0.02569947445799054,0.0,0.0,0.03488346800911494,0.017247274174934903,0.01899041247315284,435.93860946887867,509.00781637257444,32.34044979760374,Carbon Steel
0.19536292669178046,1.4507266915870833,0.44114146714504254,0.4645781857832918,0.664559267643428,0.30220350415594555,0.1432236358039599,0.10111980311876773,0.054728083572154335,0.0975668637088025,0.01575906269939433,0.022979202860681155,0.031452442762997426,465.54032618453306,536.1408698105597,36.140437978145634,Low Alloy Steel
0.5588391232629686,0.795065820081698,0.17392863888004043,0.007091575813900918,0.1283943000886532,0.06070940360887808,0.164009223814221,0.011597354805798772,0.0,0.0,0.02987067435436678,0.019755710404297747,0.0027287950511346625,528.3229575344229,633.6932732323439,28.73426884109604,Carbon Steel
0.3124718577151176,0.73350888086588,0.3966575307397117,0.28953560893081365,0.0009879961868819232,0.0951811785423239,0.1917359813446501,0.04339591472600111,0.0,0.0,0.02955386321027681,0.013337285150922086,0.002793025095126258,415.2461256149384,574.6771201713096,33.12676223263773,Carbon Steel
0.16925173053927056,1.2980126698458938,0.18650958057315875,0.28730928967241554,0.5508510247594007,0.18204731543908903,0.38690439840300106,0.06067118191023543,0.0,0.0,0.05312743477293812,0.035042188359232056,0.035269510165617156,414.06338421889046,537.8696103186358,35.89910830352218,High Strength Low Alloy
0.4284598844776844,1.2458379890923585,0.3231090378310924,0.2973767981106565,0.02567885789082505,0.010410964938416634,0.21730164513862235,0.028919345850320455,0.0,0.0,0.013426329983857222,0.017883817493282366,0.003837346494374858,498.4641928527483,616.0049473819383,27.704615178037873,Carbon Steel
0.110306283590984,1.225703809790971,0.5928726733648334,13.504678745349151,10.375122527773808,1.438983571600205,0.08072891703212004,0.04717398375184391,0.0,0.17108608161941713,0.021010719291235182,0.3711356961261434,0.00755972844632089,1200.0,1621.9441664296762,27.69141820412497,Stainless Steel
0.1743350108673719,1.0100860159806073,0.3679267050915148,0.9328795465472115,0.775482897895327,0.4561032212071209,0.12382197539290887,0.11509454374424712,0.037482388819516446,0.1716354106314328,0.06733444597031593,0.02703968774927722,0.05971699590363181,500.54496113358545,600.7362607249075,33.43543958267779,Low Alloy Steel
0.3835939392709834,1.4174392973699883,0.2098904726667431,0.04346846162736693,0.09789055205551261,0.09856504541106008,0.07261658145345012,0.03360677737029393,0.0,0.0,0.03912865394447439,0.007355662654385065,0.01264611661187159,521.8610670001656,704.0340919415546,33.55357331271569,Carbon Steel
0.8910761283228855,0.5797124687023935,0.22627492170488164,3.4221482234175884,0.13820183749649795,1.2677193584006217,0.007031850054238831,0.26310082604779605,1.3161629359092029,2.7585618600998347,0.017827946058844437,0.044730275625260066,0.04827589591173832,1008.4508934111441,1131.3616811592592,5.0,Tool Steel
0.45567531158485125,0.6422693700975495,0.19157084218901985,0.22141008492791112,0.016559733585025296,0.060315210946638824,0.07360473290439629,0.019464780702098828,0.0,0.0,0.038761836207369824,0.0059424343124635,0.011328092805937945,552.7438731673981,698.691342736824,25.927239690192437,Carbon Steel
0.5951932943879484,0.9684006056835387,0.3735248009197836,0.06898638176732586,0.04262094080501666,0.003113408288451136,0.19550004761276552,0.01842631718618806,0.0,0.0,0.04872773711658887,0.003710510314062423,0.017372463359112217,610.5763091404455,792.8557047800925,23.177257787945557,Carbon Steel
0.19518978911400003,1.478685987438207,0.2891713423125852,0.6599029338083816,0.7945545589852827,0.11925713439134139,0.3708684985575962,0.1307943036708536,0.13356093664528132,0.11864431402147686,0.07246117486977566,0.009266508976435722,0.015527841353358003,508.0284121942349,660.4760349350847,34.11125578725674,Low Alloy Steel
0.40466047996289856,1.4365762298230433,0.35765485194693225,0.28950807319995375,0.02485944469710895,0.07308674752036443,0.28150213704631133,0.009061653308283008,0.0,0.0,0.032978924527196474,0.016836575535165443,0.00279544753252579,520.5053621862137,699.5836603777409,28.14754027384418,Carbon Steel
0.11704459202818289,0.6688856997937918,0.5854446240843139,17.20466253372099,8.188786806789516,2.4035415491051237,0.3395812841597814,0.06313759776433767,0.0,0.07463753662175311,0.09420582194885956,0.14913622711706137,0.2326515890156998,1200.0,1632.768167316573,25.673023476819576,Stainless Steel
0.9894146495380527,0.4097018882150947,0.3176818313606502,3.6735986157591376,0.08325684147071777,2.833532817558637,0.14470691466621774,0.3520153366781581,1.471580081630918,0.14649721551709183,0.030905148278084844,0.050950887322420195,0.027287483988971784,1200.0,1374.190688194925,5.0,Tool Steel
0.12995156586890735,1.3104447976854607,0.8912661363631569,14.019111944387102,9.51616194153214,2.287651831293056,0.12558463377420065,0.08442123252861432,0.0,0.1542286327653779,0.030846828148948402,0.28652110030950784,0.0975633588828634,1200.0,1637.2361816616476,29.887937535607094,Stainless Steel
0.9144377499029102,0.5245863756606727,0.16383995423460238,4.345302525099533,0.021165019112968374,2.835082477826598,0.15327025611147804,0.38028246892160733,1.7358445724369964,3.2375989778508156,0.04844721985871456,0.07139579478647716,0.04623293047911234,1200.0,1364.4697840380495,5.0,Tool Steel
0.5444475341239536,0.6721033617462076,0.3737041640151319,0.16427771284612086,0.16345955399249876,0.04523182845183002,0.1930733085589575,0.026320133046805663,0.0,0.0,0.012414083359622552,0.004942064680202929,0.003190893602263767,576.4784808524771,715.7904090217816,24.8007436697996,Carbon Steel
0.41552931858057757,1.366023004365171,0.2292305012890694,0.05084782400582775,0.11136025249167003,0.0936154774160781,0.2088089390024919,0.02850305850446825,0.0,0.0,0.049602154004170534,0.002801680304730481,0.010366593047274735,557.0478620070303,736.3110715946365,28.59212221865789,Carbon Steel
